Breed	 AverageDailyGain	 Backfat	 MuscleThikness	 FrontLegs	 BackLegs
LW	 0.8	 11.9	 54.8	 4	 4
LW	 0.85	 8.6	 62.7	 4	 4
LW	 0.9	 13.9	 69.3	 4	 4
LW	 0.71	 8.3	 59.4	 3	 3
LW	 0.68	 10.2	 62.4	 2	 2
LW	 0.84	 12.5	 61	 4	 4
LW	 0.85	 12.2	 64.3	 4	 3
LW	 0.82	 11.2	 59.1	 4	 4
LW	 0.65	 8.6	 57.1	 4	 3
LW	 0.68	 10.9	 59.7	 4	 4
LW	 0.66	 11.2	 57.1	 2	 2
LW	 0.81	 12.9	 54.4	 2	 2
LW	 0.77	 13.5	 54.8	 3	 3
LW	 0.59	 6.9	 51.1	 3	 3
LW	 0.75	 8.9	 55.1	 3	 3
LW	 0.81	 10.2	 62	 3	 3
LW	 0.62	 8.6	 56.4	 3	 3
LW	 0.65	 10.9	 56.4	 4	 4
LW	 0.91	 12.9	 67	 4	 3
LW	 0.84	 13.5	 55.1	 4	 4
LW	 0.94	 13.5	 63.7	 4	 4
LW	 0.86	 12.9	 67	 1	 1
LW	 0.79	 9.2	 58.4	 2	 2
LW	 0.78	 8.9	 58.7	 3	 3
LW	 0.88	 9.9	 67.6	 1	 3
LW	 0.71	 7.3	 60.7	 2	 3
LW	 0.71	 8.9	 54.4	 4	 3
LW	 0.69	 11.9	 61.7	 4	 4
LW	 0.79	 13.9	 61.4	 3	 3
LW	 1.03	 12.9	 77.2	 4	 3
LW	 0.9	 17.8	 67.6	 3	 3
LW	 0.69	 13.9	 65	 3	 4
LW	 0.77	 13.2	 59.4	 3	 3
LW	 0.67	 10.6	 57.7	 4	 4
LW	 0.73	 10.9	 63.7	 3	 3
LW	 0.78	 11.2	 65	 3	 3
LW	 0.9	 17.8	 70.9	 3	 3
LW	 0.82	 12.5	 61	 4	 4
LW	 0.77	 12.5	 57.7	 3	 3
LW	 0.72	 9.6	 61	 3	 3
LW	 0.75	 11.9	 62.7	 3	 4
LW	 0.68	 10.9	 63.7	 2	 2
LW	 0.66	 8.9	 61.7	 4	 3
LW	 0.83	 10.6	 55.1	 2	 2
LW	 0.58	 10.6	 51.1	 3	 3
LW	 0.81	 12.5	 61.7	 4	 4
LW	 0.8	 12.5	 57.7	 4	 4
LW	 0.76	 12.2	 56.8	 1	 1
LW	 0.59	 8.9	 53.1	 3	 3
LW	 0.81	 15.2	 65	 3	 3
LW	 0.69	 10.2	 55.8	 3	 3
LW	 0.79	 10.2	 66.3	 3	 3
LW	 0.79	 12.2	 62	 4	 4
LW	 0.8	 8.6	 66	 3	 3
LW	 0.61	 9.6	 54.4	 4	 4
LW	 0.74	 9.6	 54.4	 3	 3
LW	 0.79	 8.3	 61.7	 4	 3
LW	 0.63	 11.2	 54.8	 4	 3
LW	 0.62	 12.2	 51.1	 3	 4
LW	 0.85	 14.5	 58.7	 4	 4
LW	 0.79	 9.6	 54.4	 3	 4
LW	 0.99	 16.8	 67.6	 3	 4
LW	 0.85	 12.9	 67.3	 4	 4
LW	 0.84	 11.6	 67	 3	 3
LW	 0.68	 9.2	 58.4	 4	 4
LW	 0.82	 11.2	 61	 3	 3
LW	 0.79	 12.2	 59.4	 2	 3
LW	 0.8	 8.6	 59.4	 3	 2
LW	 0.65	 5.6	 61	 3	 4
LW	 0.66	 7.9	 54.1	 3	 4
LW	 0.55	 6.6	 53.5	 3	 3
LW	 0.77	 8.3	 58.4	 4	 4
LW	 0.79	 9.2	 59.7	 3	 3
LW	 0.82	 10.2	 59.1	 3	 3
LW	 0.71	 7.3	 55.1	 3	 3
LW	 0.61	 6.9	 56.4	 3	 4
LW	 0.79	 12.2	 66.3	 3	 4
LW	 0.7	 5.3	 58.1	 3	 3
LW	 0.85	 9.9	 62.4	 3	 3
LW	 0.88	 11.6	 61.7	 3	 3
LW	 0.77	 11.2	 58.1	 3	 3
LW	 0.69	 8.6	 56.1	 4	 4
LW	 0.71	 8.9	 58.7	 3	 3
LW	 0.81	 9.9	 59.7	 4	 4
LW	 0.84	 15.2	 62.7	 3	 4
LW	 0.83	 9.2	 56.4	 3	 3
LW	 0.9	 13.9	 67.3	 4	 3
LW	 0.74	 12.2	 54.1	 3	 3
LW	 0.82	 12.9	 58.7	 3	 3
LW	 0.71	 9.2	 63.4	 3	 4
LW	 0.84	 17.8	 70	 3	 3
LW	 0.83	 14.5	 65.7	 3	 4
LW	 0.8	 10.6	 60.4	 4	 4
LW	 0.79	 21.1	 56.1	 4	 4
LW	 0.88	 11.6	 66	 4	 4
LW	 0.88	 12.9	 63	 4	 3
LW	 0.72	 9.9	 56.8	 4	 4
LW	 0.78	 9.6	 62	 4	 4
LW	 0.69	 11.2	 60.1	 4	 3
LW	 0.81	 11.9	 68.3	 4	 4
LW	 0.74	 9.2	 65.3	 4	 3
LW	 0.81	 11.9	 59.4	 4	 4
LW	 0.94	 15.5	 71.3	 3	 3
LW	 0.86	 9.9	 59.7	 4	 3
LW	 0.75	 11.9	 57.1	 3	 3
LW	 0.66	 10.2	 57.7	 4	 4
LW	 0.75	 9.9	 59.4	 4	 4
LW	 0.6	 6.9	 49.5	 4	 4
LW	 0.64	 6.6	 66	 4	 4
LW	 0.68	 8.6	 58.7	 3	 3
LW	 0.92	 15.5	 67.3	 3	 3
LW	 0.93	 12.5	 63.7	 3	 3
LW	 0.84	 10.2	 62	 3	 4
LW	 0.68	 6.9	 54.4	 3	 3
LW	 0.84	 9.9	 56.1	 3	 4
LW	 0.86	 12.2	 61.7	 3	 3
LW	 0.8	 10.9	 57.4	 3	 4
LW	 0.91	 10.2	 66	 4	 4
LW	 0.77	 10.6	 58.4	 4	 3
LW	 0.76	 8.9	 56.8	 3	 3
LW	 0.73	 6.9	 60.7	 4	 4
LW	 0.68	 13.5	 53.5	 3	 3
LW	 0.83	 11.2	 59.1	 3	 3
LW	 0.78	 12.9	 57.1	 3	 3
LW	 0.8	 8.9	 60.4	 3	 3
LW	 0.7	 7.9	 57.4	 3	 3
LW	 0.81	 12.9	 59.4	 3	 3
LW	 0.92	 13.5	 64.3	 4	 3
LW	 0.73	 10.9	 61.4	 3	 2
LW	 0.75	 10.9	 59.7	 3	 3
LW	 0.71	 8.9	 62	 3	 3
LW	 0.87	 9.2	 61.7	 2	 3
LW	 0.76	 7.6	 60.1	 3	 3
LW	 0.79	 9.6	 67	 3	 3
LW	 0.84	 9.6	 60.7	 3	 3
LW	 0.81	 10.9	 57.7	 3	 3
LW	 0.82	 11.2	 57.7	 3	 4
LW	 0.91	 9.9	 61.4	 4	 3
LW	 0.89	 11.9	 63.4	 4	 3
LW	 0.91	 11.6	 60.7	 3	 4
LW	 0.77	 9.2	 61.7	 4	 4
LW	 0.71	 7.9	 60.1	 3	 4
LW	 0.78	 7.9	 60.7	 3	 4
LW	 0.67	 10.2	 55.1	 3	 4
LW	 0.76	 9.9	 63.7	 4	 4
LW	 0.91	 15.2	 66.7	 3	 4
LW	 0.81	 10.9	 55.4	 4	 4
LW	 0.8	 11.2	 62.7	 3	 4
LW	 0.82	 9.6	 64.3	 3	 4
LW	 0.77	 9.6	 61	 3	 4
LW	 0.79	 9.6	 67	 3	 3
LW	 0.84	 13.2	 61.4	 3	 3
LW	 0.67	 9.2	 60.1	 2	 3
LW	 0.97	 14.2	 58.4	 3	 3
LW	 0.86	 12.9	 57.7	 3	 3
LW	 0.84	 10.2	 65.7	 3	 3
LW	 0.84	 11.9	 64.7	 3	 4
LW	 0.85	 12.9	 43.9	 2	 2
LW	 0.77	 11.6	 56.8	 4	 4
LW	 0.85	 16.2	 52.8	 4	 4
LW	 0.78	 12.9	 55.8	 3	 2
LW	 0.78	 11.9	 61.4	 3	 2
LW	 0.74	 12.2	 65	 4	 4
LW	 0.77	 18.5	 58.7	 4	 4
LW	 0.74	 9.9	 57.1	 4	 4
LW	 0.65	 10.6	 52.5	 3	 3
LW	 0.66	 13.9	 58.7	 3	 4
LW	 0.64	 13.9	 47.2	 4	 4
LW	 0.84	 18.8	 62	 3	 3
LW	 0.61	 12.9	 53.1	 3	 3
LW	 0.94	 14.9	 57.1	 2	 2
LW	 0.79	 12.9	 47.8	 4	 4
LW	 0.85	 18.5	 57.7	 4	 3
LW	 0.73	 10.9	 54.1	 4	 4
LW	 0.81	 12.5	 73.6	 4	 3
LW	 0.82	 14.9	 70.6	 3	 3
LW	 0.93	 15.8	 58.4	 4	 4
LW	 0.73	 6.9	 63	 4	 4
LW	 0.96	 14.2	 76.2	 4	 4
LW	 0.6	 7.6	 57.7	 4	 3
LW	 0.79	 14.9	 57.1	 3	 3
LW	 0.75	 10.2	 61.2	 4	 4
LW	 0.75	 12.2	 55.4	 4	 3
LW	 0.75	 9.2	 56.8	 3	 3
LW	 0.68	 6.6	 64.3	 3	 3
LW	 0.76	 10.9	 58.4	 3	 3
LW	 0.8	 12.5	 58.7	 4	 4
LW	 0.69	 10.2	 53.8	 3	 3
LW	 0.83	 11.6	 67.3	 4	 4
LW	 0.92	 16.2	 74.2	 4	 4
LW	 0.67	 7.9	 58.1	 4	 4
LW	 0.64	 8.6	 61.7	 3	 3
LW	 0.77	 9.2	 56.4	 4	 4
LW	 0.61	 8.3	 50.5	 3	 3
LW	 0.88	 13.9	 61	 3	 3
LW	 0.87	 11.9	 59.4	 3	 4
LW	 0.7	 10.6	 55.4	 4	 4
LW	 0.7	 8.3	 53.1	 3	 3
LW	 0.75	 10.2	 59.1	 3	 3
LW	 0.77	 6.9	 56.4	 3	 4
LW	 0.78	 9.2	 61.7	 3	 3
LW	 0.73	 6.6	 64.3	 3	 3
LW	 0.67	 6.6	 56.8	 3	 3
LW	 0.61	 8.6	 52.8	 4	 3
LW	 0.71	 4.6	 55.1	 3	 4
LW	 0.69	 7.6	 53.8	 4	 4
LW	 0.72	 8.6	 61	 3	 4
LW	 0.66	 8.3	 55.8	 3	 3
LW	 0.74	 10.2	 53.8	 3	 4
LW	 0.7	 8.3	 56.4	 3	 3
LW	 0.76	 7.3	 63.7	 3	 3
LW	 0.73	 13.5	 56.1	 4	 4
LW	 0.68	 10.2	 60.4	 3	 3
LW	 0.64	 7.9	 53.1	 3	 3
LW	 0.78	 9.6	 58.1	 3	 3
LW	 0.61	 8.9	 53.1	 3	 3
LW	 0.72	 9.2	 55.1	 4	 3
LW	 0.86	 14.5	 62	 3	 3
LW	 0.67	 10.6	 51.1	 3	 3
LW	 0.85	 17.2	 66	 2	 2
LW	 0.78	 17.5	 63	 3	 3
LW	 0.85	 14.5	 58.7	 3	 3
LW	 0.82	 25.1	 57.7	 2	 2
LW	 0.68	 14.2	 63.7	 3	 2
LW	 0.79	 13.5	 60.4	 3	 3
LW	 0.72	 13.2	 60.1	 2	 3
LW	 0.87	 12.5	 65.3	 3	 3
LW	 0.71	 10.2	 63.7	 2	 2
LW	 0.67	 11.6	 59.7	 2	 2
LW	 0.81	 15.5	 65.3	 3	 2
LW	 0.82	 12.9	 58.4	 3	 2
LW	 0.69	 20.1	 63	 2	 3
LW	 0.74	 17.8	 66	 2	 2
LW	 0.64	 9.6	 59.7	 3	 3
LW	 0.77	 12.9	 61	 3	 2
LW	 0.84	 14.9	 60.4	 2	 3
LW	 0.77	 14.2	 63	 2	 2
LW	 0.79	 16.5	 59.4	 2	 2
LW	 0.84	 13.2	 65.3	 3	 3
LW	 0.77	 10.2	 52.8	 3	 3
LW	 0.82	 15.5	 55.8	 2	 2
LW	 0.83	 12.9	 61	 1	 2
LW	 0.7	 8.9	 61.4	 3	 1
LW	 0.79	 12.2	 63	 2	 2
LW	 0.83	 11.2	 64	 2	 1
LW	 0.79	 10.2	 64.3	 2	 1
LW	 0.79	 12.2	 59.4	 3	 2
LW	 0.9	 18.5	 56.8	 3	 3
LW	 0.78	 14.9	 61.4	 2	 2
LW	 0.76	 12.2	 61.7	 1	 2
LW	 0.86	 13.9	 59.4	 2	 2
LW	 0.79	 19.5	 61.7	 3	 2
LW	 0.76	 15.2	 61.4	 2	 2
LW	 0.8	 16.8	 59.1	 3	 3
LW	 0.71	 8.9	 59.7	 3	 3
LW	 0.78	 12.5	 55.8	 3	 3
LW	 0.87	 16.8	 65.3	 3	 2
LW	 0.8	 12.9	 59.1	 3	 2
LW	 0.77	 9.9	 65	 2	 2
LW	 0.78	 13.5	 61.4	 1	 2
LW	 0.83	 13.2	 56.1	 3	 2
LW	 0.92	 10.9	 63	 3	 2
LW	 0.89	 8.9	 64	 1	 2
LW	 0.8	 13.2	 62.7	 3	 3
LW	 0.76	 10.9	 58.1	 3	 2
LW	 0.84	 10.9	 58.4	 3	 2
LW	 0.62	 10.2	 57.1	 3	 3
LW	 0.59	 8.9	 53.8	 2	 3
LW	 0.73	 10.2	 55.1	 3	 1
LW	 0.65	 8.9	 53.8	 3	 2
LW	 0.83	 11.6	 57.7	 2	 1
LW	 0.73	 13.9	 60.1	 3	 3
LW	 0.8	 14.5	 59.7	 3	 1
LW	 0.79	 16.8	 58.1	 3	 2
LW	 0.59	 8.3	 47.2	 3	 1
LW	 0.74	 11.2	 56.1	 3	 2
LW	 0.78	 19.1	 62.4	 2	 3
LW	 0.78	 16.5	 62	 3	 3
LW	 0.67	 17.2	 64	 3	 3
LW	 0.75	 19.1	 60.7	 3	 3
LW	 0.71	 12.2	 63.7	 3	 2
LW	 0.78	 11.6	 60.4	 3	 2
LW	 0.76	 12.5	 53.1	 3	 1
LW	 0.79	 28.1	 50.5	 2	 3
LW	 0.73	 14.9	 55.8	 3	 2
LW	 0.68	 14.2	 58.7	 3	 2
LW	 0.79	 13.5	 59.1	 3	 2
LW	 0.75	 11.6	 56.8	 3	 2
LW	 0.85	 20.8	 61	 3	 2
LW	 0.78	 13.5	 61.7	 3	 3
LW	 0.85	 15.2	 62.7	 3	 3
LW	 0.77	 10.2	 54.1	 3	 3
LW	 0.64	 10.6	 57.4	 3	 2
LW	 0.79	 11.9	 65	 3	 2
LW	 0.7	 12.2	 52.1	 3	 2
LW	 0.8	 14.2	 67	 3	 3
LW	 0.92	 23.8	 68.3	 3	 2
LW	 0.82	 10.9	 67	 2	 1
LW	 0.75	 10.9	 58.4	 2	 3
LW	 0.78	 7.6	 55.4	 3	 1
LW	 0.83	 11.6	 58.4	 3	 2
LW	 0.93	 15.2	 66.7	 1	 2
LW	 0.77	 15.2	 61.4	 3	 3
LW	 0.79	 13.2	 60.7	 3	 2
LW	 0.79	 12.2	 66.7	 3	 3
LW	 0.82	 13.2	 58.1	 3	 2
LW	 0.69	 11.9	 54.1	 3	 2
LW	 0.87	 12.2	 61.7	 3	 2
LW	 0.79	 10.9	 53.8	 3	 2
LW	 0.8	 16.2	 63	 2	 3
LW	 0.95	 16.8	 68.3	 3	 2
LW	 0.86	 11.6	 62	 3	 2
LW	 0.66	 8.3	 59.1	 3	 2
LW	 0.8	 13.9	 70	 3	 3
LW	 0.71	 13.2	 61	 3	 3
LW	 0.76	 7.9	 58.1	 3	 2
LW	 0.77	 11.6	 60.7	 3	 2
LW	 0.92	 15.8	 60.7	 3	 2
LW	 0.92	 12.9	 61.4	 3	 2
LW	 0.73	 9.2	 59.1	 3	 2
LW	 0.75	 11.9	 59.1	 3	 3
LW	 0.77	 6.6	 60.7	 2	 2
LW	 0.64	 10.6	 58.1	 3	 2
LW	 0.7	 13.2	 64.3	 3	 3
LW	 0.82	 16.2	 62.4	 3	 3
LW	 0.61	 10.2	 52.5	 3	 2
LW	 0.68	 11.2	 57.1	 2	 2
LW	 0.87	 14.2	 68.3	 3	 3
LW	 0.72	 8.9	 58.7	 2	 2
LW	 0.61	 10.2	 65.7	 3	 3
LW	 0.72	 11.2	 66.3	 3	 2
LW	 0.69	 9.2	 60.7	 3	 3
LW	 0.64	 6.3	 56.4	 3	 1
LW	 0.86	 17.5	 60.7	 3	 2
LW	 0.82	 11.9	 55.4	 3	 3
LW	 0.81	 16.8	 63	 1	 1
LW	 0.64	 11.2	 60.1	 3	 3
LW	 0.88	 12.9	 59.1	 3	 3
LW	 0.93	 17.5	 61.7	 3	 2
LW	 0.71	 8.6	 65.3	 3	 2
LW	 0.86	 11.6	 64	 3	 2
LW	 0.64	 11.6	 57.7	 3	 2
LW	 0.9	 16.5	 60.7	 3	 2
LW	 0.81	 13.5	 63	 3	 1
LW	 1	 23.1	 67.6	 3	 3
LW	 0.79	 10.6	 56.8	 2	 2
LW	 0.69	 8.6	 56.8	 3	 2
LW	 0.72	 10.6	 59.1	 3	 3
LW	 0.79	 18.5	 60.1	 3	 3
LW	 0.85	 13.5	 62.4	 3	 3
LW	 0.83	 19.5	 64.7	 1	 1
LW	 0.95	 16.2	 69.3	 3	 3
LW	 0.71	 10.9	 59.7	 3	 2
LW	 0.61	 6.9	 55.8	 3	 2
LW	 0.89	 12.9	 61	 3	 3
LW	 0.87	 14.5	 63	 3	 2
LW	 0.75	 13.5	 61.4	 3	 2
LW	 0.59	 13.2	 53.5	 3	 3
LW	 0.78	 17.8	 66	 3	 2
LW	 0.61	 9.9	 58.7	 3	 3
LW	 0.79	 16.5	 67.3	 3	 2
LW	 0.83	 15.5	 65.7	 3	 2
LW	 0.72	 16.2	 69	 3	 3
LW	 0.74	 10.9	 58.4	 3	 3
LW	 0.67	 10.9	 72.9	 3	 3
LW	 0.83	 15.2	 60.7	 3	 2
LW	 0.78	 11.2	 54.1	 2	 2
LW	 0.79	 16.5	 64.7	 2	 2
LW	 0.78	 18.8	 59.1	 2	 3
LW	 0.63	 16.2	 52.8	 3	 2
LW	 0.71	 16.2	 50.5	 3	 3
LW	 0.78	 16.8	 53.8	 3	 3
LW	 0.55	 14.5	 50.2	 3	 3
LW	 0.74	 12.5	 63.4	 3	 3
LW	 0.81	 14.2	 63.7	 1	 2
LW	 0.77	 18.2	 60.7	 2	 2
LW	 0.78	 10.2	 57.7	 3	 3
LW	 0.74	 8.3	 56.4	 3	 2
LW	 0.86	 17.5	 58.4	 3	 3
LW	 0.86	 11.9	 57.1	 3	 3
LW	 0.84	 9.6	 56.1	 3	 2
LW	 0.74	 6.3	 55.8	 3	 2
LW	 0.69	 9.9	 57.4	 2	 1
LW	 0.92	 12.9	 59.4	 3	 2
LW	 0.79	 13.5	 51.8	 3	 2
LW	 0.9	 13.5	 62.4	 3	 3
LW	 0.76	 12.9	 63	 3	 3
LW	 0.72	 13.2	 54.8	 3	 1
LW	 0.82	 11.6	 61	 3	 3
LW	 0.64	 8.6	 56.1	 3	 2
LW	 0.84	 10.2	 63.7	 3	 2
LW	 0.8	 10.2	 56.1	 3	 1
LW	 0.81	 12.5	 63.4	 2	 2
LW	 0.76	 18.2	 57.7	 3	 3
LW	 0.71	 9.9	 58.7	 3	 3
LW	 0.78	 10.6	 62.7	 3	 3
LW	 0.81	 15.2	 65.3	 3	 3
LW	 0.74	 14.9	 58.4	 3	 2
LW	 0.8	 12.2	 57.1	 3	 2
LW	 0.76	 13.5	 55.8	 2	 2
LW	 0.67	 17.5	 60.4	 3	 2
LW	 0.8	 17.2	 55.4	 3	 2
LW	 0.75	 15.5	 61	 3	 2
LW	 0.77	 18.2	 54.4	 3	 3
LW	 0.67	 14.9	 57.7	 3	 2
LW	 0.75	 16.8	 64.7	 3	 3
LW	 0.82	 14.5	 60.4	 2	 2
LW	 0.94	 21.5	 69.3	 4	 3
LW	 0.89	 14.2	 64	 4	 3
LW	 0.93	 15.8	 63.4	 4	 3
LW	 0.85	 12.9	 61.7	 4	 3
LW	 0.85	 12.5	 63.4	 4	 3
LW	 0.73	 9.6	 54.1	 4	 4
LW	 0.97	 15.2	 68	 3	 2
LW	 0.79	 15.5	 71.3	 3	 3
LW	 0.61	 8.9	 56.8	 4	 3
LW	 0.73	 13.5	 54.8	 4	 4
LW	 0.76	 14.5	 62.4	 4	 4
LW	 0.77	 12.5	 64.3	 3	 4
LW	 0.76	 14.2	 66.3	 3	 4
LW	 0.78	 8.9	 58.4	 3	 3
LW	 0.84	 14.5	 69.3	 3	 3
LW	 0.69	 9.6	 59.4	 4	 3
LW	 0.81	 10.2	 66	 4	 3
LW	 0.79	 8.6	 59.4	 3	 4
LW	 0.67	 7.3	 53.5	 4	 4
LW	 0.62	 8.6	 53.8	 4	 4
LW	 0.84	 11.6	 50.5	 4	 3
LW	 0.76	 9.6	 50.5	 4	 3
LW	 0.8	 11.2	 62.7	 4	 3
LW	 0.97	 12.9	 72.3	 3	 4
LW	 0.82	 13.2	 65.3	 4	 3
LW	 0.87	 14.2	 64.3	 3	 3
LW	 0.65	 8.3	 66	 4	 4
LW	 0.86	 11.2	 57.4	 3	 4
LW	 0.79	 8.9	 62.7	 4	 4
LW	 0.69	 10.9	 58.4	 4	 4
LW	 0.82	 9.9	 64.7	 3	 3
LW	 0.79	 11.2	 62.4	 3	 3
LW	 0.98	 14.9	 69.6	 4	 3
LW	 0.87	 15.2	 63.4	 4	 4
LW	 0.67	 6.6	 59.4	 4	 3
LW	 0.74	 7.6	 64	 3	 4
LW	 0.7	 7.9	 55.1	 3	 4
LW	 0.65	 7.6	 55.8	 3	 3
LW	 0.91	 13.2	 68	 3	 4
LW	 0.83	 14.5	 61	 3	 3
LW	 0.76	 8.3	 58.1	 3	 3
LW	 0.96	 14.5	 61.7	 3	 3
LW	 0.86	 12.5	 64.7	 3	 3
LW	 0.61	 8.9	 56.4	 3	 3
LW	 0.78	 9.6	 65.3	 3	 3
LW	 0.73	 8.9	 64	 3	 3
LW	 0.7	 10.2	 60.7	 4	 4
LW	 0.78	 9.9	 54.4	 4	 3
LW	 0.69	 9.6	 60.4	 4	 3
LW	 0.8	 7.6	 54.1	 4	 3
LW	 0.64	 6.3	 56.1	 4	 3
LW	 0.77	 10.9	 59.1	 3	 3
LW	 0.66	 8.6	 54.8	 3	 4
LW	 0.72	 13.2	 67.3	 3	 3
LW	 0.79	 8.6	 66	 3	 3
LW	 0.69	 8.6	 51.5	 3	 3
LW	 0.85	 9.9	 54.8	 3	 4
LW	 0.89	 11.9	 52.8	 3	 3
LW	 0.66	 9.9	 57.1	 3	 3
LW	 0.68	 7.3	 50.2	 3	 2
LW	 0.68	 12.9	 57.1	 4	 4
LW	 0.73	 11.2	 56.8	 3	 3
LW	 1	 13.5	 66.3	 4	 4
LW	 0.85	 11.9	 64.3	 3	 4
LW	 0.78	 15.2	 64.7	 3	 3
LW	 0.67	 6.9	 58.4	 2	 3
LW	 0.71	 8.6	 56.1	 3	 3
LW	 0.8	 10.2	 58.4	 4	 4
LW	 1.07	 12.5	 65	 3	 3
LW	 0.87	 13.2	 59.4	 3	 3
LW	 0.92	 15.2	 65	 4	 4
LW	 0.95	 14.2	 66.7	 2	 3
LW	 0.69	 6.6	 57.1	 3	 3
LW	 0.78	 8.3	 60.4	 3	 3
LW	 0.83	 10.2	 69	 3	 3
LW	 0.82	 11.2	 59.1	 3	 3
LW	 0.83	 14.2	 52.1	 3	 3
LW	 0.77	 15.8	 58.1	 3	 3
LW	 0.75	 11.2	 56.8	 3	 3
LW	 0.78	 20.1	 66.3	 3	 3
LW	 0.7	 10.9	 52.5	 3	 3
LW	 0.62	 12.9	 55.1	 3	 3
LW	 0.79	 9.2	 59.1	 3	 3
LW	 0.94	 13.5	 63.7	 4	 3
LW	 0.83	 8.9	 55.1	 3	 3
LW	 0.95	 14.5	 61.4	 2	 2
LW	 0.95	 14.9	 65	 3	 3
LW	 0.86	 12.2	 57.4	 3	 3
LW	 0.81	 9.2	 53.8	 3	 3
LW	 0.84	 11.9	 54.4	 3	 3
LW	 0.94	 15.8	 61	 4	 4
LW	 0.81	 9.6	 70.6	 3	 3
LW	 0.85	 9.9	 62	 3	 4
LW	 0.71	 10.2	 54.8	 3	 4
LW	 0.72	 10.2	 64.3	 4	 3
LW	 0.79	 10.9	 62	 2	 3
LW	 0.68	 9.2	 59.1	 3	 3
LW	 0.93	 11.9	 66	 4	 4
LW	 0.85	 10.9	 60.4	 4	 4
LW	 0.78	 8.6	 60.4	 4	 3
LW	 0.84	 14.9	 69	 4	 3
LW	 0.88	 11.9	 70.9	 4	 3
LW	 0.9	 11.9	 58.1	 3	 3
LW	 0.78	 10.2	 62.4	 3	 4
LW	 0.7	 7.6	 49.8	 3	 3
LW	 0.8	 8.9	 59.1	 3	 2
LW	 0.87	 8.9	 55.8	 4	 4
LW	 0.8	 15.5	 63.4	 4	 4
LW	 0.8	 7.6	 65.7	 3	 3
LW	 0.82	 14.5	 54.4	 4	 3
LW	 0.78	 13.9	 61.4	 4	 3
LW	 0.71	 11.9	 57.7	 4	 3
LW	 0.79	 11.6	 56.4	 4	 4
LW	 0.79	 10.6	 69.3	 3	 3
LW	 0.66	 8.3	 58.1	 3	 3
LW	 0.78	 12.2	 64.7	 4	 3
LW	 0.91	 12.9	 66.7	 4	 3
LW	 0.93	 14.2	 64	 4	 3
LW	 0.78	 12.9	 63.7	 3	 3
LW	 0.88	 15.5	 62.7	 3	 3
LW	 0.74	 9.9	 60.1	 3	 3
LW	 0.85	 13.2	 65	 2	 2
LW	 0.83	 16.5	 61.7	 2	 2
LW	 0.73	 12.5	 55.4	 3	 3
LW	 0.71	 11.6	 54.8	 3	 3
LW	 0.8	 14.2	 50.5	 3	 2
LW	 0.76	 8.9	 54.4	 3	 2
LW	 0.71	 11.9	 63.4	 3	 3
LW	 0.87	 16.2	 56.1	 3	 3
LW	 0.86	 14.5	 60.1	 3	 2
LW	 0.8	 13.5	 66.3	 3	 3
LW	 0.73	 9.6	 58.1	 3	 2
LW	 0.65	 12.5	 60.4	 3	 3
LW	 0.82	 11.2	 63	 3	 3
LW	 0.78	 10.9	 58.1	 3	 2
LW	 0.78	 14.2	 60.1	 2	 2
LW	 0.78	 15.2	 65.7	 3	 2
LW	 0.7	 13.9	 52.5	 1	 2
LW	 0.72	 10.9	 49.8	 3	 2
LW	 0.77	 9.2	 54.1	 3	 2
LW	 0.83	 17.8	 54.8	 3	 2
LW	 0.82	 16.2	 58.1	 2	 3
LW	 0.65	 8.9	 51.8	 2	 1
LW	 0.87	 13.2	 60.1	 3	 2
LW	 0.77	 13.5	 64.3	 3	 3
LW	 0.71	 13.2	 69	 3	 3
LW	 0.9	 10.9	 70.3	 3	 3
LW	 0.64	 9.6	 55.4	 3	 3
LW	 0.93	 12.9	 66.3	 3	 3
LW	 0.73	 8.3	 59.7	 3	 3
LW	 0.69	 10.2	 53.8	 2	 3
LW	 0.91	 11.6	 64	 3	 3
LW	 0.77	 12.2	 62	 2	 3
LW	 0.78	 10.9	 60.7	 3	 3
LW	 0.86	 11.9	 63	 3	 3
LW	 0.83	 12.9	 61	 3	 3
LW	 0.77	 15.2	 62.7	 3	 3
LW	 0.76	 13.9	 70.6	 3	 3
LW	 0.71	 15.8	 69.3	 3	 3
LW	 0.86	 12.9	 61	 3	 3
LW	 0.9	 14.2	 65.3	 3	 3
LW	 0.91	 12.5	 63.4	 2	 3
LW	 0.91	 12.2	 57.7	 3	 3
LW	 0.73	 10.9	 56.8	 3	 2
LW	 0.85	 11.9	 58.4	 3	 3
LW	 0.87	 14.2	 61	 3	 3
LW	 0.76	 8.9	 60.4	 3	 3
LW	 0.89	 9.9	 63.4	 3	 3
LW	 0.97	 9.9	 58.7	 3	 3
LW	 0.93	 13.5	 65.7	 3	 3
LW	 0.77	 9.6	 56.4	 3	 3
LW	 0.77	 11.6	 56.1	 3	 3
LW	 0.68	 9.9	 58.7	 3	 3
LW	 0.67	 11.6	 64	 3	 3
LW	 0.79	 12.2	 62.7	 3	 3
LW	 0.82	 15.5	 67	 3	 3
LW	 0.78	 10.9	 62	 3	 3
LW	 0.69	 18.5	 64.7	 4	 3
LW	 0.75	 14.2	 61.7	 3	 3
LW	 0.76	 13.9	 61	 3	 3
LW	 0.84	 12.9	 59.4	 3	 3
LW	 0.76	 11.6	 69.6	 3	 3
